	text	screen_name	location
1295	you and your body be own by the government you do get a choice of what the government want to put in your body t vaccinepassport vaccinemandate vaccine choice prochoice freedom	hemna	Appomattox, VA
1296	if you read this wrong you just experience something call heuristic the underlie cause of cognitive bias read everything carefully and look into the fine print yourself think for your self covid vaccine prochoice	SysFailure0x5a	Tampa, FL
1297	whereisdougford hide out in northern Ontario far from conservative try to buy vote with mega promise be not prochoice or for ClimateAction pc Doug Ford be MIA no concern for TDSB have to declare MandatoryVaccination no Cons on	sparkyb1	Sept 2020: Now PERTH, ON 🇨🇦
1298	cheater scandal prochoice knowledge be power site sexual Revolution be bring sexodus	WomensPowerBook	UK
1299	if you be pro choice but pro force vaccine then you be an absolute hypocrite prochoice provaccine GetVaccinated COVID CovidVaccine DeltaVariant	cassieeelouuu	New York, NY
1300	some whack fucker out there ProChoice here male get to the back burner do involve you other then support	NVRSLEPS1	Ontario|Canada
1301	I be get tomorrow not my choice prochoice pfucked vaccine	adriankhall	Adelaide, South Australia
1302	even less now this crap nearly kill my sister stop the experiment and bring in real vaccine prochoice novavax	mrnudie	Ellenborough, NSW, Australia
1303	God I love the french people Liberty NoVaccinePassports Liberty ProChoice	MattHoyOfficial	Worldwide & Birmingham
1304	it be non mandatory due to our Constitution that continually need remind about for some reason cth prochoice	mrnudie	Ellenborough, NSW, Australia
1305	happy Women Equality Day WomensEqualityDay YesAllWomen askhermore heforshe GenderEqaulity RealWomen EmpowerHer knowyourworth generationequality Womenempowerment love womensright prochoice Metoo selflove Feministart humanright Equalrights	DrSandeepIngale	India 🇮🇳
1306	I also be not a lab rat time for a class action I think even well that Gladys resign along with the cho and prochoice	mrnudie	Ellenborough, NSW, Australia
1308	a very fair point I love to see some investigative journalism on the side effect and frequency of they that data be not talk about enough wish you a speedy recovery get well soon and thank for sharing proinformation prochoice proopening	fulovitboss	Queensland, Australia
1309	together let we grow and prosper as human genderequality womenempowerment womensright womensupportingwomen humanrightsviolation femaleempowerment intersectionalfeminism empoweringwoman prochoice womenempoweringwoman strongwoman misogyny smashthepatriarchy	Counfreedise	Bengaluru, India
1312	not really but if you enjoy the mask shot lockdown cool I mean that they be for I and that be fine all personal choice we make prochoice	Mi_Astronauta	USA
1313	I love discussion even argument I hear your point of view I may or may not change my mind but bring your negativity to my time line and get instantly block Science or not I not jab myself you wo change my mind so do bother EnoughIsEnough prochoice	DiscoVering_B	Pennsylvania, USA
1314	Mississippi have also ask the court to overturn Roe Wade prochoice	YrPal_Lefty	Turn left and keep going
1315	prochoice I like it	Mad_as_heII	Tampa, Florida
1316	exactly our body our choice support abortion and vaccine right prochoice	Mi_Astronauta	USA
1317	it must have be the ProChoice comment	PMacc94	Ontario
1318	I see we have another ProChoice supporter my body my choice	PMacc94	Ontario
1320	Toxic I hope you keep this same energy when you discover your immune system have be compromise and God know what else because the unvaxxed or ProChoice people wo respond to your tweet ask for prayer when you start deteriorate	Spanysh_FLi	United States
1321	More on how Texas Republicans be undermine not only federal and State Constiutions but basic legal practice to attack woman and their right to choose prochoice Texas do want attorney ask too many Questions about its bs Law	sailorboyj	New York, NY, USA
1322	well which be it should woman have the choice or not I ca keep up with all this back and forth prochoice and wearamask	jmontforttx	Richardson, TX
1323	I know a lot pf people be nt get it due to religious reason it should nt be force at all People have valid reason for their decision vaxxeddvd ProChoice	Darius330	Seattle, WA
1324	Ovulation disorder be a real thing faith head Read some actual science once in a while dear you may learn something prochoice medicine science	bazblackadder	Earth, Sol System, Alpha Quad
1326	this be the BEST thing I see or will see all day sometimes Twitter worth it abortionishealthcare prochoice	katpajamas	Minneapolis, MN
1327	this be unconstitutional my body my choice right potus President prochoice	trader_salt	Austin, TX
1329	my favorite be your map of state that ban vaccinepassport map freedom prochoice	jeffcohn	Hermosa Beach
1330	we view sex and sexuality as a normal part of human development a part of an individual well being and as an element of human relationship which deserve respect honesty and compassion rcrchoice profamily profaith prochoice	RCRChoice	Washington, DC
1331	just like he wo stop the conservative party from vote to limit abortion access for woman first class hypocrite nevervoteconservative WomensRights prochoice	AndreeAnn_QC	Quebec Canada
1333	hey covidiot t he Constitution be not a suicide pact guarantee a right to harm other getvaccinatednow or face the consequence of your choice BYW I so happy you all become prochoice	chadgutstein	ÜT: 40.76885,-73.969602
1334	where be all of the mybodymychoice advocate now hey all of you prochoice freedom fighter where be you OhioState osu buckeye womensright	Malone1932	Chicago, IL & Clonmel, Eire
1335	a lottt of you be scream my body my choice about vaccine yet support the idea of the govt having say over woman reproductive organ antimandate mybodymychoice prochoice	caroojeda_	Miami, FL 🌸
1336	I have no idea it be this bad these chart be from a Washington Post article Roe prochoice abortionright reproductiveright abortionpill SCOTUS abortio	wandainferno	Long Beach, CA
1337	People around the world be all soscubalibredelcomunismo but then pine for force vaccination ummmm which be the gateway to communism folk soshumanity freedomrally RightsRespecting Constitution freedom prochoice choice voiceup RiseUp tyranny WeThePeople	WongSusanne1	My Own World
1338	ok so if Roe Wade can be disagree with and overturn by say disagreer why be it that marriage be between a man and woman ca be disagree with which even a constitutional law I might add please make it make SENSE prochoice roevwade bettybadass	LiteraryBeauty	The Desert
1339	tonight you can still RSVP for tonight Evanston House Party join we our great guest speaker President amp Cowett and other prochoice friend purchase your ticket today	PersonalPAC	Chicago, IL
1340	just one of the reason why I be ProChoice	mfly1971	Memphis, TN
1341	this be what we be up against and it be why protect voting right and hold the Senate be so important support candidate for Senate DemocraticSenateMajority votingrightsact yourvoteisyourvoice prochoice womensrightsarehumanright	TXdeMander	Arlington, TX
1342	child with Disabilities need Sex Ed Too SexPositivity SexEducation important lgbtqia TeachOurChildren SexEd ProChoice	JenniferMA_UAB	United States
1343	prochoice be a form of Holocaust People woman have be so convinced that preborn life be not life that they murder their progeny and celebrate the loss same with mybodymychoice of not force experimental jab upon people	DescartesDragon	My HomeLair, USA 
1344	pro vax or not I really do care but passport to prove our eligibility to live our everyday life be wrong nobody own we vaccine should be available for everyone but not force upon anyone ever NoVaccinePassports novaccinepassportsanywhere prochoice	NowAgnes	Somewhere in the 90's
1345	hey homeschooler anyone have an ANONYMOUS TIP about an abortion happen in Texas because they be look for people to help enforce this PRO life law abortionishealthcare promaskprolife prochoice protectreproductiveright getthevaccine	JWarblerbird	A 1st world country
1346	Hate to break it to you Lizz be here to stay forever like the common cold you can fully vaxx ppl tomorrow but due to animal resevoir will never be eliminate if you believe the vaxx work why do you care if another do have it do be a nazi prochoice	Justin__Thyme__	Africa
1347	Dear GOP now that you claim to support MedicalFreedom do that mean you be prochoice sincerely a very concerned onlooker	AtheistEngineer	Ohio, USA
1348	the Benham family be sexual predator who believe the purity of underage teenage girl make it acceptable even ideal to pursue they they hate woman and girl and oppose right agency amp autonomy for they entirely churchtoo Antitheism prochoice	bazblackadder	Earth, Sol System, Alpha Quad
1349	all live MATTER that be right I say it black and white be their narrative we be one race and once we collectively begin to recognize and act upon this reality they will begin to fear we Tyranny BLM WLM alllivesmatter wearebeautiful WEnotThem WeThePeople prochoice	WongSusanne1	My Own World
1350	if someone in the medical field do want to get the vaccine then maybe you should want to hear why that be instead of judge her nursing ability you do even know this person prochoice NoMandate	TraceyVac	Pittsburgh, PA
1351	why be conservative against prochoice then saveourhealthcare NeverConservative	Garnet_2203	Canada
1352	Pro Choice Anti Segregation Anti Censorship Anti Corruption improve Risk Analysis Ethics Social Responsibility and Risk Management RiskManagement ethic SocialResponsibility Governance FreeSpeech prochoice AntiSegregation AntiCorruption	HolisticRiskMgt	Yorkshire and The Humber
1353	then I assume you also believe that force woman to carry unwanted pregnancy to term be violence prochoice	73dantooine	Massachusetts, USA
1354	Grand rise beautiful soul in human prochoice profreedom sidenote the union be play here take fee out your check for due and they ai nt do diddly squat applypressure powerinnumber	isisthebright	New York
1355	so want segregation vaxe n unvaxxed next black vs white force vac be illegal it medical rape and medical apartheid PRO choice prochoice MedicalApartheid segregation dickhead	EveMissy7878	Uk England 
1356	shove your passport and two tier society where the sun do shine ProChoice	PossiblyGeorge	Melbourne, Australia
1357	they come a friend have just post a cryptic message on FB with informed and prochoice and I be assume she be antivax thing be I see this girl take a shit ton of pill amp booze over the year she do seem to be that concerned about what she put into her body	girlsdrinkstout	Auckland 
1358	why should I be pay for sage injection site for Alcohol Treatment Programs on Lori let hear your justification ProChoice my ass	Ralor9	North America
1359	let the woman governor their own body prochoice womenright feminist	ryanprogressive	Ohio, USA
1360	you can be profaith and prochoice too they be not mutually exclusive option	PAWPAC4AR	Little Rock, AR
1361	prochoice texaspolicestate up next bounty on ppl who have be vaccinate RecallAbbott	Fairdeal2000	United States
1362	rcrc be strengthen its advocacy speak out more often and more vigorously through clergy and laypeople to bring a wide range of religious perspective to the fight for reproductivefreedom in America and around the world rcrchoice profamily profaith prochoice	RCRChoice	Washington, DC
1363	Perfectly say can I share this I get the vax but I always be prochoice period	smashadams13	Over The Moon
1364	Beasley have openly say that he never take the vaccine coincidence keep a eye on the unvaccinated player in the league be target due to they exercise their god give right freedom prochoice ivermectin	cocokweem	Tonga
1365	my uterus be so damn dusty that Lawrence of Arabia could get across it even at that I would never give it up to a CON politician ever NeverConservative WomensRights prochoice	coopSpeak	Midland, Ontario
1366	please help find a moment each week or each day or each hour to bring failure to this project prochoice CHOICE M	RichardMacDou16	Brooklyn, NY
1367	More company need to stand up prochoice medicalisprivate	Jeff416Vella	yyz
1368	Zach tell I about his favorite stupid pro life billboard drive down from Duluth so I keep my camera open for and hour and a half wait do not disappoint totally worth it prochoice	hannahrumham	Minneapolis, MN
1369	not experimental anymore full FDA approval happy to see you be prochoice though	MelissaHanbey	Seattle
1370	Tony Hawkes amp Angelina Jolie should get together perfect pair what a disgusting world biological warfare be cover up worldwide deception people bow down to communistic globalism prochoice character wish death to pro choicer come soon Lord Jesus	Yah_Boy7	A❤️P ~ ENGLAND OR BUST! 
1371	it high time people start lose their job for break law if it be any of we we already would have lose our job for break the law parentschoice prochoice profreedom florida	parisssmariee	Daytona Beach, FL
1372	look at the gaggle of whitey mcwhiterson what a bunch of covidiot at least they be chant my body my choice that enrage I prochoice	lisasmithreed	Pittsburgh
1373	the Pro Life conservative christian position on a genocide of actual child that it be a cause for celebration as the institution it occur in be a chance to proselytize amp it help eliminate a different religion Christianity prochoice Antitheism Catholic	bazblackadder	Earth, Sol System, Alpha Quad
1374	quick this Texas Pro Life anonymous tip site try to criminalize a woman right to choose need to hear how vaccine save life prochoice WomensRights	7Kellx	America
1375	thank you for use the prochoice slogan	Mad_as_heII	Tampa, Florida
1376	health care organization company end the mask mandate for healthcare worker ProChoice via	compcrzy	Sunny California
1378	so what if I ProChoice	Lizzie_TheGreat	Wisconsin
1379	be now prochoice	DBulletsFilm	Minnesota, USA
1380	hey do that include a woman right to choose womansright prochoice	DBulletsFilm	Minnesota, USA
1381	pro choice decision how do one get away with such gaslighting journalistic malpractice from the top down really want to get the insight from the prochoice voice on here	UNYNewsWatch	New York
1382	Republicans my body my choice woman exactly Republicans whoa that be different it affect other people woman exactly prochoice vaccine	Mithridates69	Detroit, MI
1383	raise your Yoice Support Choice WomenPower prochoice socialjusticeartshare flickr	SocLJusticeArt	Texas, USA
1384	mybodymychoice prochoice it must be safe to say that the mbmc people be ProChoice	denny_hartman	Sartell MN
1385	if allow the law would combine lie to woman with build info to harass they and their doctor prochoice Federal Judge Ruins Kristi Noem plan to torture abortion Patients with Anti choice Counseling Wonkette	sailorboyj	New York, NY, USA
1386	imagine when the GC Feminists reach page of the WomensHealthPlan amp realise that the Scottish Government intend to include everyone not exclude by bigotry prochoice reproductivehealthcare	EyeEdinburgh	Ten years on Twitter.
1388	I believe you can be both christian and prochoice both feminist Jesus be a liberal SundayService with CaptainGab	gabbonesso	Pittsburgh
1389	good hope more color do mean crazy Left wing idea be implement time for GOP to get with the program be Prochoice amp get rid of the religious agenda unless they want to be in perpetual minority cnn msnbc foxnew	LethimTakeFifth	United States
1390	be lie freedom to choose INCLUDES a woman freedom to choose prochoice reproductiveright Arnold Schwarzenegger lose bodybuilde sponsor after anti masker rant	EmBello9	It Snows here 
1392	hey he prochoice protectwomensright	Pecafan	United States
1393	Lmao look at all the pro vax goon Dude can choose to get vaxe or not if he want and deal with whatever sickness come his way from either decision carry on prochoice	MathisRd7	Houston, TX
1394	a timely reminder that in Indiana you do have to be stick at the government school assign to your address prochoice schoolchoice	timburkey	Granger, Indiana, USA
1395	someone have to say it and more ppl get ta believe this it all about control open your eye people we need to rise up as a nation stop the hate and choose freedom fda prochoice stopthehate	grizbby	riverside, CA 
1396	you can be christian and prochoice I be jesus uterus both also I be blow away that this bit go over this well as you can see by my reaction to the audience reaction feminism christianity	gabbonesso	Pittsburgh
1397	Yooo they wake up and choose violence it would be a shame if other have some free time today Forlegalreasonsthisisajoke texas prochoice	Lost_marauder	United States
1398	TuesdayPrayer may all prochoice people be inspire by Virgin Mary who say yes to life and thank to she all of humanity have live for over year she should be role model for all we should all be brave like she and avoid the dragon a China and communism	robertoriverosa	Bogotá, D.C., Colombia
1399	oh so your prochoice then	Amourfoxx	Orlando, FL
1400	the CPC get it order from republican billionaire that see canadian privatization as a business opportunity to install the same oppressive deadly racist amp misogynist system we see now in christian fundamentalist state in America cdnpoli prochoice eco	deepgreendesign	Sigenigteoag, Mi'kmaq 
1401	you can not claim to be prochoice while push vaccine mandate Prochoice deliberately kill million unborn each year for decade that more than covid death so far each year for decade	jannunzi	Boston, MA
1402	you right what happen to a person own body be their personal choice prochoice	ElainaOKeefe	IL
1403	will be toss anyone any age can wear a mask in class at work whoever also if you do want to wear a mask you do have to prochoice	Mi_Astronauta	USA
1404	do not get I wrong I be ProChoice but when do seek an abortion become a Business Transaction he pay she to have not amp not but abortion	SomewhereInYEG	Edmonton, Alberta
1405	get the vaccination to protect yourself that be how vaccination work and let other decide what to do with their body nobody should be force shame scorn bully into do anything with their body that they do want to that be the full concept of ProChoice	CountLaQuintus	Ba Sing Se
1406	Sign up page it would be a shame if they get bad tip would it choice prochoice	gretchen_nation	Oregon, USA
1407	MondayPrayer may all prochoice people be inspire by Virgin Mary who say yes to life and thank to she all of humanity have live for over year she should be role model for all we should all be brave like she and avoid the dragon China and communism	robertoriverosa	Bogotá, D.C., Colombia
1408	I mean I too prochoice	kithjin	sw:195 cw:190 gw:140 ugw:125
1409	please fill out a fake tip I be tell they about how my day be go democrats LGBTQIA prochoice texas	luvgreendayAlex	Florida, USA
1410	stop the control let people make their own choice prochoice mybodymychoice	deceiveinveigle	Fairfield, IA
1411	so awesome everyone from my hometown have start care about my body my choice prochoice getthefuckingvaccine	PaigeCummings32	Home of the bees lol 
1412	SundayPrayer may all prochoice people be inspire by Virgin Mary who say yes to life and thank to she all of humanity have live for over year she should be role model for all we should all be brave like she and avoid the dragon China and communism	robertoriverosa	Bogotá, D.C., Colombia
1413	the problem be the medical profession do know what they be deal with mrna be an experimental therapy not a vaccine and call it a vaccine wo nt change the outcome I hope I wrong however virology mean lot of jabbed may equal lot of variant prochoice	mrnudie	Ellenborough, NSW, Australia
1414	how the fk can people promote the vax when vaccinated people be get sick catch and die let they make their own choice prochoice choice freedom	PatriotOffended	Fairfax, Virginia
1415	maybe he be prochoice now	ksucats96	Kansas, USA 🌻   [he/him/his] 
1416	this be fucking absurd I will not be getting vaccinate it MY choice prochoice mybodymychoice	smiley2814	Dallas, TX
1417	I not pro vaccine anti vaccine I prochoice	kevanastyyy	Paradise, NV
1418	say the party that okay a misogynistic video that be delete only for copyright issue you lie and lie and lie fordliedpeopledie CPC will do the same mandatevaccine banconversiontherapy prochoice	elliottn	iPhone: 0.000000,0.000000
1419	Erin OToole hide behind the party on the subject of abortion do be fool prochoice nevertrustconservative nevervoteconservative	AndreeAnn_QC	Quebec Canada
1420	ProAbortion be not ProChoice agree imo be pro choice include support for those who wish to keep their baby adoption fertility help birth control I never see that talk about from Liberals only termination anytime any reason proabortion GovtFunded	KHannisse	Canada
1421	there a website for anonymously snitch on woman for that disgusting heartbeat act in TX this kid be upload stuff if you like to add on prochoice	b_denum	The better place as of 1/20/21
1422	Andrew glad to hear that you have a change of heart and be prochoice thank for trust woman	AnnHendrickson1	Sunny southern NM
1423	if it be my body my choice then we be all do talk about abortion right it be a country rule by choice republic so prochoice right	thegodlessleft	Coventry, CT
1424	final call for our two upcoming Summer House Parties please join we on Wednesday in Evanston or Thursday in Highland Park you wo want to miss our amazing co host amp guest speaker we hope to see you there purchase your ticket today prochoice	PersonalPAC	Chicago, IL
1425	the short answer ca shutdown the religious zealot in his party cdnpoli prochoice	lost2gether	Langley, Canada
1426	that be fine all about choice ProChoice healthcare choice be personal and that be change	Mi_Astronauta	USA
1427	somewhat safe should not be a valid reason for mandate it at least one have a chance of avoid the virus but a mandate vaccine be unavoidable be ProChoice and support mybodymychoice must also apply here	JELSTUDIO	Denmark
1428	what happen to my body my choice to not get vaccinate woman have a choice over their own body you agree right all this talk about freedom it all hypocrisy and you all kill people in the process not very patriotic getvaccinate womensright prochoice	rociojuarezd13	Long Beach, CA
1429	it be ok someone want the vaccine great go get it someone else do want to vaccine no worry do get it prochoice	Mi_Astronauta	USA
1430	the story of the man deny three boater during a flood to convince the unvaccinated to get vaccinated can be use against the vaccinated in how the most High give we sunlight vitamin d nutrient dense food and to walk from point a to b to promote health prochoice	JohnatanFuerte	Dallas, TX
1431	be just that be AntiAbortion they be not ProLife amp want to cut funding to help keep child feed safe amp healthy want min wage to fire of teacher amp all want to put child at risk VoteNoOnRecallCA ProChoice	RamblingMyMind	United States
1432	I be to protest during the time frame of covid not one be report correctly and in case people outside the BBC and not one mention everyone know the medium lie stir up scare mong and divide people yet they still believe everything they be tell prochoice	Josh_Parkinson_	✈
1433	ironic how so many anti vaxer be use prochoice when talk about the vaccine but be absolutely anti prochoice when it come to woman right and abortion	John_George70	Perham, MN
1434	potentially yes a vaccine would be risk additive in this scenario Provaccine prochoice	Jacob_Everett	Raleigh, NC
1435	you can not preach pro choice and then circumcise and pierce your infant it be a violation of the principle of bodily autonomy time to walk the talk and stop these barbaric practice prochoice Feminism mybodymychoice humanright medtwitter	GSG_238	Home is where the heart is
1436	I guess I be an outlier but I believe in mybody mychoice for abortion vaccine and gun consistency crazy huh allthea prochoice	nvrqt	banana republic of america
1437	London Daily Fail Offices have be take over Freedom of Choice Freedom of Travel Freedom of Speech Boss job guy respect DailyMail londonprot protest freedomofspeech prochoice covidiots	Zorozum	It's Grim Up North...
1438	Errr this one be love mybodymychoice prochoice leaveourkidsalone vaccinesideeffect VaccinePassports NoVaccinePassport borisjohnsonisaliar	Zorozum	It's Grim Up North...
1440	if you a woman do you want white man in this country to decide what you can and can not do with your own body prochoice WomensRights neverotoole cdnpoli nevervoteconservative	Garnet_2203	Canada
1442	ca fault he it all about pro choice if anyone want the jab fine if somebody do want it it also fine People who refuse to have it be only take the risk for themselves they be not put anybody else in jeopardy prochoice	JustinGreendog	Tredegar
1443	Canada so call Prime Minister Justin Trudeau threaten innocent people who choose not to have a medical procedure that there will be consequence nothing scarily tyrannical about this at all NoVaccinePassport NoTyranny prochoice StopCoercion	MattHoyOfficial	Worldwide & Birmingham
1444	where cognitive dissonance meet irony antivaxxer lockdown prochoice	PeteMariner	Southoz
1445	freedom be not get close far away more like it and the high the number of vaxxed people the more variant we shall see vector mrna therapy be not vaccine prochoice	mrnudie	Ellenborough, NSW, Australia
1446	so glad you be throw your support behind the prochoice movement thank you mybodymychoice	RitaViveros	Lahaina, HI
1447	this be why it absolutely need to be voluntary no one should ever be force to endure pregnancy or childbirth against their will prochoice	bloodflowerburn	New Orleans, Louisiana
1448	hey so this be the fruit of the pro life party can we not have this please prochoice Covid	DemYellow	Heaven, Iowa
1449	vote no on but why leave blank that be a mistake that be how someone like elder will get elect if the recall vote on be successful my vote be for who will fight for MedicareForAll and ClimateChangeAction and who be ProChoice	Cepaea	Davis, CA
1450	I vote for WomensRights I vote for LGBTQ right I believe BlackLivesMatter I believe transrightsarehumanright I be prochoice	RobertBurrough9	Southern Pines, North Carolina
1451	antimasker want to be able to have the choice to wear the mask or not so essentially they prochoice	TheRealJaimeP	Los Angeles, CA
1452	well maybe people be make informed consent CovidVic melbourne prochoice danandrews coercion everyone have thr choice the government do want you to know this	n1kegirl	Australia
1453	ABBOTT hate womens right prochoice	elisedorazio	New York 
1454	it be ironic that the same ppl chastise the freedom to choose stance of the unvaccinated for put other at risk totally support a woman prochoice freedom to choose to kill her baby during pregnancy a fatal choice hypocrite prolife	AllDogsToHeaven	Edmonton, Alberta, Canada
1455	Ironic that the same ppl chastise the freedom to choose stance of the unvaccinated for put other at risk totally support a woman prochoice freedom to choose to kill her baby during pregnancy how do million of dead baby girl advance woman right prolife	AllDogsToHeaven	Edmonton, Alberta, Canada
1456	patriot and prochoice and talk about vaccine passport well there you go	Frederickwigle1	United States
1457	he hate WOMEN right prochoice	elisedorazio	New York 
1458	nothing to do with unvax minority amp everything to do with vaccinated people get the virus and produce more variant I hope I be wrong however I suspect there be probably not enough letter in the greek alphabet amp mrna may be the elephant in the room prochoice	mrnudie	Ellenborough, NSW, Australia
1459	I be there to support respect nocoercion prochoice freedomisessential novaccinepassportsanywhere	LuluPosh	GTA,  Ontario
1460	anonymous form because pro lifer ca mind their own business please do abuse it btsarmy loona kpop idol prochoice	TheAtlanticVamp	In my house
1461	Yep Healthcare be personal between we and our Abortions mask vaccine all personal choice prochoice	Mi_Astronauta	USA
1462	so glad you recover can we expect prochoice legislation now that you use Regeneron the miracle drug develop from an aborted fetus	valerie_dawn	Ft Myers
1463	guarantee that every last one of those people who laugh mock and ridicule those with vulnerable love one or those already bereave due to the virus claim to be Pro life and piously oppose abortion Hypocrites covidiot Pandumbic prochoice	bazblackadder	Earth, Sol System, Alpha Quad
1465	give that rapist paedo and sexual predator in general be a dime a dozen in the conservative community it be safe to say their opposition to bodily autonomy for woman be more general all encompass and broad sweeping than oppose abortion prochoice	bazblackadder	Earth, Sol System, Alpha Quad
1466	Aldi must make everything out of aborted fetal tissue with these low price prochoice dnc	testosteronnor	Delaware, USA
1467	no it coercion continue on this vein and the unvaxed will become oppressed prochoice	kazbah26	scotland
1468	some conservative be refuse to discuss their position on abortionright or they be claim to be prochoice when they be not cut through the election lie check out their voting history cdnpoli	ABprochoice	Alberta, Canada
1469	we have learn nothing novaccinepassport prochoice dwightdeisenhower	francisbroz	West Sussex England
1470	Kenny Chui vote anti abortion and claim to be prochoice StevestonRichmondEast vote to support	ABprochoice	Alberta, Canada
1471	I remind that every AO Report Form I ever complete have the word Medical in confidence across the top apparently show people your vaccination record will be the new paper and you have no choice but show it prochoice	BFPhotos	Adelaide, South Australia
1472	anti vaxxer be not the word he never say he be against vaccine he clearly say its mybodymychoice anti vaxxer be a label that the Big Brother team dream up to stigmatize those who be pro choice ProChoice truth NoVaccineMandates novaccinepassport	TruthTeam101	#Orwell1984, USA
1473	right wing much prochoice	colleenlaramo	Near Toronto, Ontario
1474	the culling of Unborn Humans be Irrational MarieStopes PlannedParenthood prochoice marchforlife murder genocide DomesticAbuse MayoClinic Pregnancy motherhood infertility life death greatwhitethronejudgment tencommandment dna	PjStassen	TerraFirma1947
1476	it would be a shame if people would go to and submit a bunch of fake anonymous tip prochoice texassucksass	alglies	SIN | AZ
1477	thank God someone with common sense when will you be sponsor prochoice ProAbortion legislation	Kyle_Barker_esq	Texas, USA
1480	what a prochoice crowd last night who know TrumpRallyAlabama TrumpRally	ToddlerJTrump	MarALoser, USA
1481	ErinOToole have fail on leadership on prochoice	jryerson1	Toronto
1482	please point to the page in the Bible or Quran that prohibit mask amp vaccine HermanCain PhilValentine DickFarrel LindaZuern hscottapley MAGA Darwin deltavariant prochoice hypocrite	MiaDaPup1	United States
1484	so be President Trump MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate and what be Joe do check his watch	FaithSpiritual1	Georgia
1485	make a few jack o lantern on the pottery wheel today MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
1486	these be what hero look like if you want a hero on a wall put these man and woman they deserve it MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
1487	a child in the womb at week how can anyone say that that body belong to they and that they have a right to murder it AbortionIsMurder no excuse	BainzyC	UK/Switzerland
1488	if force on these ppl it murder just like abortionismurder	StandAdk	Virginia
1489	NONSENSE baby not human enough to have right but Human Enough to steal their Organs saveunbornbabiesnow stopthedamninfanticide stopbabybodyhavesrste stopthedamndefencelessbaykilling AbortionIsMurder abortionisantichrist stoptheinfanticide	sdarkwah	New York, NY
1490	we do this not only for US but for the child what FUTURE will they have if we stand up for our right will they even have any RIGHTS LEFT if we stay SILENT MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie	FaithSpiritual1	Georgia
1491	aka it evil to make somebody take responsibility for have unprotected sex AbortionIsMurder	CaseyMosery	2-State//split-city!! 🍖🌮🍗
1492	Reminder the world great footballer be nearly rob of his chance at life Cristiano AbortionNever AbortionisMurder	PaulMcWeeneyNP	Carrick-on-Shannon
1493	yeah they kinda call I Captain Badass NoMask novaccine covidisahoax DefundBLM abortionismurder NeverBiden FreeChauvun sedition TrumpsNewArmy BackTheBadge patriarchy	LonestarHero01	The Republic Of Tx
1494	MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate as be Jack Dorsey Mark Zuckerberg Sundar CEO NBC CBS ABC etc and FOX	FaithSpiritual1	Georgia
1495	doorbell rang flag will be family will never be the same God bless our brave man and woman and their family MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden BidenLied trumpwonbidencheate	FaithSpiritual1	Georgia
1497	Abortion be murder this be a matter of debate a live innocent human being be be kill against its will you be murder baby Truth AbortionIsMurder	MatthewBockholt	United States
1498	you be right copy and paste everything west for the west to reach where they be it have take century yet a country as young as Sudan be expect to run its affair like the USA Africa should redefine democracy in its context notogayism abortionismurder	gic912	Kenya
1500	as a Christian how do you look past the killing of Children in the womb you can not be christian and be a Democrat that stand by the murder of an innocent child who be conceive in the act of sexual relationship between and man and woman abortionismurder	SubarumanFL2	Sebring, FL
1501	get ready for my fall coffee mug design MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
1503	fight the anti life agenda share this amazing rare video footage of the unborn child LifeSite savethekid AbortionIsMurder itsahuman life	hepburn222	MO
1505	abortion be the Holocaust of today stopabortion abortionismurder babieslivesmatter	gypsyqueenBe	America, USA
1508	my new coffee mug design MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
1509	be you claim I ostracize people for their race gender or sexual orientation I consider humanity to be of one race HUMAN your gender and sexual orientation be your business taxationisextortion inflationistheft AbortionIsMurder	ValVenisEnt	Phoenix, AZ
1510	it be a woman body until she receive another body and those two create a separate body that grow in her body and even then it be not her body AbortionIsMurder	ConfederatePat5	The Republic of Texas ❤️
1511	when I respect freedom be follow with a but we know you do respect freedom or understand liberty and without respect for those thing you also can not have respect for life firefauci mybodymychoice amp abortionismurder	CoalitionTexas	Great State of Texas
1512	you be right you do get it abortionismurder	mayoungkin	Pickerington, Ohio
1513	just a reminder you be the carbon they want to PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
